ABCB11	ERGIC3
ABCB11	GPS1
ABCB11	GSS
ABCB11	GTPBP5
ABCB11	HM13
ABCB11	P4HB
ABCB5	ALG1
ABCB5	DDX52
ABCB5	KIFC1
ABCB5	MACROD1
ABCB5	NDUFAB1
ABCB5	POC1A
ABCB5	PRKCSH
ABCB5	SNRNP70
ABCB5	STXBP2
ABCB5	TFB1M
ABCB6	EFCAB1
ABCB9	SGK1
ABCC10	ACADL
ABCC10	CA2
ABCC10	FER
ABCC10	FGD4
ABCC10	PAQR5
ABCC10	PRKAR2A
ABCC10	SLC16A7
ABCC12	ZYX
ABCC6	SQLE
ABCC8	MFI2
ABCC8	PTDSS1
ABCC8	TTPAL
ABCF1	STK32A
ABCF3	PGM1
ABCG8	ARHGAP17
ABCG8	CD151
ABCG8	HSPA4
ABCG8	RNPEP
ABHD11	ANO6
ABHD11	FKBP5
ABHD11	KCNIP1
ABHD11	PLEKHA9
ABHD11	RBMS2
ABHD12B	RALY
ABHD12	KRT4
ABHD12	MAPK4
ABHD14B	RPN2
ABHD2	C7orf26
ABHD5	TRIP13
ABI2	S100A10
ABL1	EIF2AK1
ABL1	MINA
ABL1	S100A11
ABL2	ACOX3
ABL2	AGAP3
ABL2	ALDH16A1
ABL2	ALS2CL
ABL2	AQP3
ABL2	AQP7
ABL2	ARHGEF19
ABL2	B3GNT8
ABL2	CD151
ABL2	CELA3B
ABL2	CTNNBIP1
ABL2	CYP11A1
ABL2	DDT
ABL2	DOK1
ABL2	EPHX2
ABL2	GSTP1
ABL2	MAN1C1
ABL2	MTTP
ABL2	PEBP4
ABL2	PRR5
ABL2	PTPRN2
ABL2	RAPSN
ABL2	RBPMS
ABL2	TCEA3
ABL2	TESC
ABL2	TMED3
ABL2	TMEM50A
ABL2	TMEM51
ABL2	TTC38
ABLIM1	MYBL2
ABLIM1	SLC4A2
ABLIM1	TRIB3
ABLIM2	AGK
ABLIM2	EIF2AK2
ABLIM2	FAM3C
ABLIM2	NT5C3
ABLIM2	PNPT1
ABLIM2	TMEM209
ABLIM2	ZC3HAV1L
ABLIM3	CTCFL
ABLIM3	SRCRB4D
ABLIM3	SRPRB
ABLIM3	THADA
ABLIM3	TMEM209
ABRA	KRT19
ABR	IGF2BP3
ABTB1	CCRN4L
ACACB	SRPK1
ACAD9	AQP9
ACAD9	CTGF
ACAD9	CYBRD1
ACAD9	GLI3
ACAD9	HOMER1
ACAD9	HOXA1
ACAD9	INVS
ACAD9	IQGAP1
ACAD9	LOX
ACAD9	PCDHB13
ACAD9	PCDHB2
ACAD9	PCDHGA11
ACAD9	PLS3
ACAD9	PTGIS
ACAD9	QSOX1
ACAD9	RHOBTB3
ACAD9	SH3KBP1
ACAD9	TBX4
ACAD9	TPM4
ACAD9	TRIP12
ACAD9	UBASH3B
ACAD9	VNN1
ACADL	CPNE1
ACADL	GLRX2
ACADL	HM13
ACADL	RGS19
ACADL	SLC35B2
ACADL	SRGAP2
ACADL	TOMM34
ACADL	TRIP13
ACADVL	HOXA6
ACADVL	KLF10
ACAP2	RBP4
ACAP2	SLCO4A1
ACBD3	LHX6
ACCN2	IL10
ACCN5	CDC25B
ACCN5	OR2T33
ACCSL	ITGB5
ACCSL	RGS16
ACER1	AUP1
ACER1	NRM
ACER1	SNRPC
ACER3	ACOT8
ACER3	RNPEP
ACHE	ATG5
ACHE	BIRC2
ACHE	LRRC42
ACLY	PDK4
ACO2	RAP1B
ACOT11	ASXL1
ACOT12	AMOTL2
ACOT12	HTR3C
ACOT12	JPH2
ACOT12	SLCO4A1
ACOT12	STAU1
ACOT12	TPD52L2
ACOT1	IL20RB
ACOT2	FAM83D
ACOT2	GAP43
ACOT2	LIMK1
ACOT2	MRPS10
ACOT2	PTPN14
ACOT2	RUSC1
ACOT2	SHOX2
ACOT2	TPX2
ACOT2	TRPC4AP
ACOT2	UPP1
ACOT2	USP42
ACOT4	APCDD1L
ACOT6	ANLN
ACOT6	FAM105B
ACOT6	HOXA1
ACOT6	PTPN1
ACOT6	RNF24
ACOT6	TAF1A
ACOT7	CAPN8
ACOT7	LEFTY2
ACOT7	MCL1
ACOT7	PAPPA2
ACOT7	PTGS2
ACOT7	RALGAPA2
ACOT7	SEMA3E
ACOT7	STEAP4
ACOT7	TBX5
ACOT7	TLR5
ACOT7	WNK1
ACOT8	ENPP1
ACOT8	ERI1
ACOT8	PRDM6
ACOT8	TXNDC5
ACOX2	EIF2S2
ACOX2	MYBL2
ACOX2	NRBP1
ACOX2	RNF24
ACOX2	TRIP13
ACOX2	YARS2
ACOX3	CDC25B
ACOX3	LPGAT1
ACOX3	NRBP1
ACOX3	PCBP1
ACOX3	PDIA5
ACP2	TOR1AIP2
ACP6	CCBE1
ACP6	CTGF
ACP6	CYBRD1
ACP6	EMILIN1
ACP6	FAM70B
ACP6	FIGN
ACP6	FN1
ACP6	FUT4
ACP6	INSIG2
ACP6	LTBP2
ACP6	MFAP3
ACP6	MMP2
ACP6	RASA3
ACP6	TSPAN9
ACRC	TSC22D2
ACR	CASP2
ACSBG1	CLIC1
ACSBG1	SLC4A2
ACSBG1	VARS
ACSF2	IMPA1
ACSF2	LYPLA1
ACSF3	SDR16C5
ACSL1	DNAJB11
ACSL1	GMPS
ACSL1	MCM3
ACSL4	COPG
ACSM1	IGF2BP2
ACSM1	NFKBIL2
ACSM3	BUB1
ACSM3	HOXD13
ACSS1	CDC20
ACSS1	CPOX
ACSS1	MTHFD1L
ACSS1	SEC23A
ACSS1	SLC25A37
ACSS3	SF3B4
ACSS3	UBE2C
ACTB	HSPA8
ACTL6A	CAPZB
ACTL6A	DNAJB4
ACTL6A	MAP3K3
ACTL6A	PGM1
ACTN1	RBM39
ACTR10	THBS3
ACTR1B	YWHAZ
ACTR2	EEF2
ACTR2	SDHB
ACTR5	ADAMTS3
ACTR5	ANKRD17
ACTR5	DPYSL3
ACTR5	ERI1
ACTR5	PCDHGA11
ACTR5	PLK2
ACTR5	PTPLA
ACTR5	RASA3
ACTR5	S100B
ACTR8	CPA4
ACTR8	PPARD
ACVR1B	CTGF
ACVR1	H2AFY
ACVRL1	ATP5F1
ACVRL1	CBX3
ACVRL1	GATAD1
ACVRL1	PRPF38B
ACVRL1	SRRT
ACVRL1	TOMM40
ACVRL1	ZNF600
ACYP2	MELK
ADAM10	PPM1G
ADAM10	SLC13A3
ADAM10	SPDEF
ADAM10	SRCRB4D
ADAM10	TRPC4AP
ADAM11	HIAT1
ADAM12	C20orf111
ADAM12	C20orf152
ADAM12	C3orf15
ADAM12	C7orf46
ADAM12	COBL
ADAM12	ESYT3
ADAM12	GTF2IRD2B
ADAM12	KY
ADAM12	PCLO
ADAM15	FEZ2
ADAM15	FGF3
ADAM15	NUDT15
ADAM15	PEBP4
ADAM15	RAF1
ADAM15	ZBTB2
ADAM17	C21orf63
ADAM17	CTTN
ADAM17	FAM81A
ADAM17	FOXA1
ADAM17	FUT3
ADAM17	LRRC10B
ADAM17	PACS2
ADAM17	PLA2G4F
ADAM17	RNPEP
ADAM17	SCRIB
ADAM17	SLC29A2
ADAM17	SLC39A4
ADAM17	SMPDL3B
ADAM17	SPINT1
ADAM17	TMC5
ADAM17	TMEM151A
ADAM18	FHL2
ADAM19	COBL
ADAM20	QSOX1
ADAM21	SLCO4A1
ADAM23	CEBPB
ADAM23	CHKA
ADAM23	CLCF1
ADAM23	CYB561
ADAM23	PARD6B
ADAM23	S100A10
ADAM23	ZNF341
ADAM33	SNRPC
ADAM9	BLCAP
ADAM9	CST3
ADAM9	CST5
ADAM9	LBX2
ADAM9	LRRC14B
ADAM9	MPHOSPH10
ADAM9	MYL10
ADAM9	OPRL1
ADAM9	SLC45A2
ADAM9	SPATA2
ADAM9	UBQLN4
ADAM9	ZNF213
ADAM9	ZNF341
ADAM9	ZNF512B
ADAMDEC1	SPINLW1
ADAMDEC1	TNNI1
ADAMDEC1	WFIKKN2
ADAMDEC1	ZHX3
ADAMTS10	RNASEN
ADAMTS12	ALG13
ADAMTS12	ALS2CL
ADAMTS12	BARHL1
ADAMTS12	DUOXA2
ADAMTS12	GSTP1
ADAMTS12	KLF5
ADAMTS12	MED24
ADAMTS12	RAPSN
ADAMTS12	RWDD4A
ADAMTS12	SLC37A1
ADAMTS12	SLC6A16
ADAMTS12	ZNF645
ADAMTS14	COBL
ADAMTS14	COG5
ADAMTS14	DLG1
ADAMTS14	KCNB1
ADAMTS14	MLL3
ADAMTS14	SLC26A3
ADAMTS14	TNPO3
ADAMTS14	ZKSCAN1
ADAMTS15	CYP2W1
ADAMTS15	MTX2
ADAMTS15	PCBP1
ADAMTS16	C21orf45
ADAMTS16	C2orf34
ADAMTS16	NEIL3
ADAMTS16	PRKCSH
ADAMTS16	YTHDF2
ADAMTS16	ZNF600
ADAMTS19	FETUB
ADAMTS19	UPP1
ADAMTS1	C20orf20
ADAMTS1	C20orf43
ADAMTS1	GNGT1
ADAMTS1	MRPS9
ADAMTS1	PCGF1
ADAMTS1	STAMBP
ADAMTS2	IGSF9
ADAMTS3	AGAP3
ADAMTS3	ARHGAP39
ADAMTS3	C8orf38
ADAMTS3	CDC25B
ADAMTS3	CYP2W1
ADAMTS3	EZH2
ADAMTS3	FOXM1
ADAMTS3	GRHL2
ADAMTS3	MYBL2
ADAMTS3	NT5C3
ADAMTS3	PCBP1
ADAMTS3	THUMPD2
ADAMTS3	TNK2
ADAMTS3	TTC27
ADAMTS4	ADCY6
ADAMTS4	DNAJC25
ADAMTS4	LIPH
ADAMTS5	GRHL2
ADAMTS5	TFG
ADAMTS7	MINA
ADAMTS9	MRPS18A
ADAMTS9	PCBP1
ADAMTSL1	ENSA
ADAMTSL1	PYGO2
ADAMTSL3	PTCD1
ADAMTSL4	ANP32B
ADAMTSL4	B4GALT4
ADAMTSL4	DIRC2
ADAMTSL4	FAM158A
ADAMTSL4	FBXO5
ADAMTSL4	GTPBP8
ADAMTSL4	HDHD3
ADAMTSL4	KIF4B
ADAMTSL4	LRRC61
ADAMTSL4	RG9MTD1
ADAMTSL4	SSSCA1
ADAMTSL5	HIP1
ADAMTSL5	HNRPLL
ADAMTSL5	OC90
ADAMTSL5	SEMA5B
ADAP2	ARHGAP39
ADARB1	AVL9
ADARB1	PTCD1
ADAR	CDC42EP2
ADAR	CSDA
ADAR	ELANE
ADAR	KIFC3
ADAR	PARVB
ADAR	SLC35D2
ADA	BMPR2
ADA	CLIP1
ADA	DCT
ADA	ELF5
ADA	GABRB3
ADA	ITPR3
ADA	LGI1
ADA	LIPH
ADA	LMO7
ADA	PDE11A
ADA	SLC16A7
ADA	TMEM87A
ADA	TRIP12
ADA	UTRN
ADCK2	SERPINA5
ADCK2	TSC22D2
ADCK5	CLIP4
ADCK5	DMXL1
ADCK5	LDLR
ADCK5	PCDHGB1
ADCK5	SV2B
ADCY1	CTTN
ADCY1	FBXL19
ADCY1	KNTC1
ADCY1	ZNF598
ADCY2	FUCA2
ADCY3	CAPN8
ADCY3	CAPN9
ADCY3	CAPSL
ADCY3	EPB41L4B
ADCY3	ESRP1
ADCY3	FAM3B
ADCY3	FGFR3
ADCY3	FOXA1
ADCY3	GLYR1
ADCY3	GP2
ADCY3	KLHL28
ADCY3	LYRM7
ADCY3	MAP7
ADCY3	MRPS18A
ADCY3	PSEN1
ADCY3	RRN3
ADCY3	RSPH1
ADCY3	SMAP1
ADCY3	SPDEF
ADCY3	STX19
ADCY3	SUV420H1
ADCY3	TMEM55B
ADCY3	TMPRSS2
ADCY4	ATF6
ADCY4	EIF2AK1
ADCY4	RNPEP
ADCY4	TAF4
ADCY5	CD151
ADCY5	CTTN
ADCY5	EFHD2
ADCY5	GSTP1
ADCY5	RELA
ADCY6	COL11A1
ADCY6	EFHD2
ADCY6	POSTN
ADCY6	RB1
ADCY6	RGS4
ADCY6	SYNCRIP
ADCY7	CRISP2
ADCY7	MLF1
ADCY7	ST7
ADCY7	ZSCAN21
ADCY8	STK32C
ADCY9	BUB1
ADCYAP1R1	CBLC
ADCYAP1R1	CD151
ADCYAP1R1	CYB561
ADCYAP1R1	EPS8L1
ADCYAP1R1	FIBP
ADCYAP1R1	GJB3
ADCYAP1R1	HSPBAP1
ADCYAP1R1	HTATIP2
ADCYAP1R1	KRT80
ADCYAP1R1	MBOAT7
ADCYAP1R1	MGAT4B
ADCYAP1R1	PHLDA2
ADCYAP1R1	PKP3
ADCYAP1R1	PLP2
ADCYAP1R1	RAPSN
ADCYAP1R1	RHBDF1
ADCYAP1R1	SERPINA4
ADCYAP1R1	SLC12A8
ADCYAP1R1	SLC29A2
ADCYAP1R1	SLC37A1
ADCYAP1R1	TEAD4
ADCYAP1R1	TFAP2A
ADCYAP1R1	TMC4
ADCYAP1R1	TMEM138
ADCYAP1R1	ZC3H12A
ADCYAP1R1	ZNF600
ADCYAP1	DNTTIP1
ADD2	SDHC
ADD3	CDC25B
ADH1A	DDX27
ADH1A	DDX56
ADH6	DDX56
ADH6	ERGIC3
ADH6	RPL22L1
ADIPOQ	EML2
ADIPOQ	P4HA1
ADIPOQ	PLXNB2
ADIPOQ	PRKCSH
ADIPOQ	S100A6
ADIPOQ	SLC1A5
ADIPOQ	SLC39A1
ADIPOQ	TRIB3
ADIPOR1	PPM1M
ADIPOR1	SMARCD3
ADIPOR2	CHRNA1
ADIPOR2	EPHX4
ADIPOR2	KCNA10
ADIPOR2	MYO1G
ADIPOR2	THOC7
ADNP	GDPD5
ADORA1	BOLL
ADORA1	CCDC99
ADORA1	CSTF2
ADORA1	EIF3M
ADORA1	HACE1
ADORA1	HNRNPH1
ADORA1	LRRFIP2
ADORA1	OR1B1
ADORA1	PIKFYVE
ADORA1	PIP4K2C
ADORA1	RC3H2
ADORA1	SLC22A13
ADORA1	SPIN1
ADORA1	TMEM5
ADORA1	TMX2
ADORA1	UGT1A7
ADORA1	ZNF845
ADORA3	HOXB13
ADORA3	LRRC37A2
ADORA3	MRPS22
ADORA3	MSL1
ADORA3	SRCRB4D
ADPGK	SEMA3C
ADPRHL1	CAV1
ADPRHL1	DCBLD2
ADPRHL1	DFNA5
ADPRHL1	DGKG
ADPRHL1	ETV5
ADPRHL1	GNS
ADPRHL1	HGF
ADPRHL1	KIRREL
ADPRHL1	LRCH3
ADPRHL1	PTPN14
ADPRHL1	PTPN1
ADPRHL1	SLC16A7
ADPRH	ANP32B
ADPRH	ARHGEF19
ADPRH	ATXN2L
ADPRH	BCAP31
ADPRH	C10orf2
ADPRH	C19orf22
ADPRH	C9orf140
ADPRH	CCAR1
ADPRH	DEDD2
ADPRH	DOT1L
ADPRH	E2F8
ADPRH	EHMT2
ADPRH	EPN3
ADPRH	FAM110A
ADPRH	FBXL19
ADPRH	GMEB2
ADPRH	GTF3C5
ADPRH	HDGF
ADPRH	KDM5C
ADPRH	KIAA0406
ADPRH	KREMEN2
ADPRH	LMNB1
ADPRH	LSR
ADPRH	MASTL
ADPRH	MCM10
ADPRH	MELK
ADPRH	MNT
ADPRH	MRPL9
ADPRH	NCOA6
ADPRH	PAK1IP1
ADPRH	PAX9
ADPRH	PDRG1
ADPRH	PITPNM1
ADPRH	PKMYT1
ADPRH	PLXNA3
ADPRH	PRSS22
ADPRH	PTBP1
ADPRH	PTDSS2
ADPRH	PYGO2
ADPRH	RNPS1
ADPRH	SLC29A2
ADPRH	STK35
ADPRH	TAF4
ADPRH	TMEM79
ADPRH	TRIB3
ADPRH	UPF3B
ADPRH	XRCC3
ADPRH	YTHDF1
ADPRH	ZNF202
ADPRH	ZNF341
ADPRH	ZNF777
ADRA1A	RGS19
ADRA1B	STK35
ADRA1D	C5orf34
ADRA1D	CTAGE1
ADRA1D	MRPS30
ADRA1D	PAIP1
ADRA1D	PAX9
ADRA1D	TAF2
ADRA1D	ZNF131
ADRA2A	AGK
ADRA2A	CDC25B
ADRA2A	CHCHD3
ADRA2A	GNAS
ADRA2A	ZC3HAV1L
ADRA2B	KIAA1598
ADRA2B	MCTP1
ADRA2B	MR1
ADRB2	MYBL2
ADRB2	NFKBIL2
ADRB2	PREB
ADRB2	SLC5A6
ADRB2	TPX2
ADRB3	COMMD7
ADRB3	CRCP
ADRB3	CYB561
ADRB3	EPN3
ADRB3	FASN
ADRB3	MRPL24
ADRB3	NANP
ADRB3	PIGF
ADRB3	PRR11
ADRB3	PTCD1
ADRB3	SPR
ADRM1	AGPAT9
ADRM1	C4orf31
ADRM1	FKBP5
ADRM1	HAND2
ADRM1	KCNQ4
ADRM1	MAN1C1
ADRM1	MAPK4
ADRM1	NEK9
ADRM1	OGN
ADRM1	PCDHAC1
ADRM1	PCDHB4
ADRM1	PIGV
ADRM1	SV2B
AEBP1	AKAP7
AEBP1	CPSF7
AEBP1	GCNT2
AEBP1	IFT74
AEBP1	KIAA0141
AEBP1	NDUFA10
AEBP1	NEK4
AEBP1	NR0B2
AEBP1	NUP88
AEBP1	PAK1IP1
AEBP1	PLA2G3
AEBP1	RAP1GAP
AEBP1	SPATA24
AEBP1	UQCRC2
AEN	ZFAND1
AES	MET
AFAP1L1	BAIAP2L1
AFAP1L1	C6orf154
AFAP1L1	FBXO24
AFAP1L1	GRHL2
AFAP1L1	GRID2IP
AFAP1L1	LRCH4
AFAP1	AUP1
AFF1	BIRC7
AFF1	C20orf20
AFF1	FOXS1
AFF1	MYLK2
AFF1	NECAB3
AFF3	CDCA8
AFF3	MYBL2
AFF4	NCAPH
AFF4	OTOF
AFF4	SRCRB4D
AFMID	TSC22D2
AFP	CLIP2
AFP	CUX1
AFP	GTF2I
AFP	NCOA2
AGAP2	C1GALT1
AGAP2	MINA
AGAP3	ANKRD17
AGAP3	BACE2
AGAP3	DSE
AGAP3	ERG
AGAP3	EYA4
AGAP3	HMCN1
AGAP3	IL10
AGAP3	LAMC1
AGAP3	LGI2
AGAP3	MR1
AGAP3	SCARB2
AGAP3	SOAT1
AGAP3	TRIP4
AGAP6	TSC22D2
AGA	LAMB1
AGBL2	RGS16
AGBL5	BCL2A1
AGFG1	CPNE1
AGFG1	CTSZ
AGFG1	CTTN
AGFG1	EEPD1
AGFG1	NECAB3
AGFG1	SLC17A9
AGK	FAM70B
AGK	FSTL3
AGK	FZD8
AGK	INPP5A
AGK	ITGA9
AGK	MYH9
AGK	TNFAIP8L3
AGPAT1	DUSP18
AGPAT1	ESYT2
AGPAT1	RASA2
AGPAT1	RC3H2
AGPAT1	USP32
AGPAT1	WDR44
AGPAT2	CHML
AGPAT2	FNTA
AGPAT2	GPX5
AGPAT2	LRRC15
AGPAT2	NFYA
AGPAT3	PTPN12
AGPAT3	STK3
AGPAT4	ALG3
AGPAT4	DHX9
AGPAT4	EIF4G1
AGPAT4	EZH2
AGPAT4	GRHL2
AGPAT4	MYBL2
AGPAT4	TRIP13
AGPAT6	SNX5
AGPAT9	DNAJB11
AGPAT9	RGS19
AGPHD1	CALU
AGPHD1	LAMB1
AGPHD1	SHC1
AGPHD1	SLC39A1
AGPHD1	SOX11
AGPHD1	THBS3
AGPS	DHX37
AGPS	SLC19A1
AGPS	SLC37A1
AGPS	SYT7
AGR2	WNT10B
AGR3	GMEB1
AGR3	LALBA
AGR3	MAST2
AGR3	OR7A5
AGR3	RDH8
AGR3	SDR9C7
AGR3	SLC39A14
AGRN	MGAT4C
AGRN	SAMHD1
AGTPBP1	PPARD
AGTPBP1	SCRIB
AGTR1	DENND4B
AGTR1	GCN1L1
AGTR1	KCNJ14
AGTR1	MCM10
AGTR1	PLXNA3
AGTR1	POLR3E
AGTR1	STRN4
AGTR1	SYMPK
AGTR1	TARBP2
AGTR1	TYRO3
AGXT2L1	PTP4A3
AGXT2L1	PTPN1
AGXT2L2	PDIA6
AHCYL1	AKR1B1
AHCYL1	AP2M1
AHCYL1	P4HB
AHCYL2	DDOST
AHCYL2	EIF3I
AHCYL2	GFPT2
AHCYL2	GPX7
AHI1	DTX2
AHNAK	CENPF
AHNAK	CENPO
AHR	ANP32B
AHR	MCM10
AHR	NOP16
AHR	TACC3
AHR	TOMM40
AHSA1	CFTR
AHSA1	LPP
AHSG	C10orf10
AHSG	CAPNS1
AHSG	CD248
AHSG	PLA2G2A
AHSP	RBM28
AIDA	EPHX2
AIDA	FAM59A
AIDA	PLA2R1
AIDA	RHBDD1
AIDA	SYT7
AIDA	UGT2B4
AIF1L	S100A11
AIF1	BMP7
AIF1	BUB1
AIF1	DSCC1
AIF1	FOXH1
AIF1	GNL3L
AIF1	PDE11A
AIF1	SP8
AIFM1	PIM1
AIFM2	KLF10
AIFM2	RYK
AIM1L	FGD4
AIM1L	HCN1
AIM1L	NFATC2
AIM1L	SLC16A7
AIM1L	SLC26A3
AIM1L	SLCO2A1
AIM1L	TCTN1
AIMP2	DBX2
AIMP2	IGFBP4
AIMP2	ITGB1
AIMP2	KRT4
AIMP2	MAP3K8
AIMP2	MFNG
AIMP2	SRGAP1
AIMP2	UST
AIMP2	ZNF805
AIRE	RTN4
AK2	ATP6V1B1
AK3	ORMDL2
AK5	EIF4G1
AKAP11	HOXC5
AKAP2	MRPS22
AKAP2	SRRT
AKAP8L	DST
AKD1	SLCO4A1
AKIRIN1	LRCH4
AKIRIN1	TPX2
AKR1B10	AKT3
AKR1B10	DNAJB8
AKR1B10	FDX1L
AKR1B10	GPX4
AKR1B10	PPIE
AKR1B10	RASL10B
AKR1B10	SLC7A6
AKR1B10	SLMO1
AKR1B10	STK11
AKR1B10	UROD
AKR1B1	CUL4A
AKR1B1	GSK3A
AKR1B1	SRSF8
AKR1B1	SLC25A2
AKR1C1	PTPN1
AKR1C2	MARS
AKR7A2	HOXA1
AKR7A2	HOXA3
AKR7A3	CPA4
AKT2	GOLT1B
AKT3	DHX37
ALAS1	GUCA1A
ALAS1	TRIP13
ALAS2	SRPK1
ALAS2	YARS2
ALDH16A1	PTPN12
ALDH1L1	CAP1
ALDH1L1	XRN2
ALDH1L2	SF3B4
ALDH3B2	CPA1
ALDH3B2	EFCAB1
ALDH7A1	ARPC1B
ALDH7A1	MTHFD2
ALG10	SORCS2
ALG10	TPM2
ALG1L2	CAPN6
ALG1	SLC26A7
ALG2	SF3B4
ALG3	ALKBH8
ALG3	BCO2
ALG3	CYP26C1
ALG3	FOXI1
ALG3	VAMP3
ALG6	GEM
ALG8	PAK7
ALG8	SNAI1
ALG8	SPTLC3
ALKBH2	LEPREL1
ALKBH3	RGS16
ALKBH3	RGS4
ALKBH4	ERP44
ALKBH5	MYC
ALKBH7	C6orf105
ALKBH7	RGS20
ALKBH8	FOXL2
ALKBH8	FSCN1
ALKBH8	GUK1
ALKBH8	NPTX2
ALKBH8	PPM1G
ALKBH8	SCAMP3
ALKBH8	UPP1
ALMS1	CD97
ALOX15B	C1GALT1
ALOX15	DPY19L1
ALOX15	TRIP6
ALOX5AP	C1QL4
ALOX5AP	C5orf34
ALOX5AP	CACNB3
ALOX5AP	CBX5
ALOX5AP	HOXC12
ALOX5AP	KRT74
ALOX5AP	KRT76
ALOX5AP	KRT8
ALOX5AP	LALBA
ALOX5AP	NUP107
ALOX5AP	PTCD1
ALOX5AP	SILV
ALOX5AP	TMEM194A
ALOX5AP	YEATS2
ALOX5	NCAPH
ALOXE3	FBXL13
ALOXE3	SDCBP
ALPK1	HEATR2
ALPPL2	C6orf138
ALPPL2	OR2AK2
ALPPL2	PSKH2
ALPPL2	RYK
ALPPL2	SRD5A1
ALPP	FMO5
ALPP	NEK11
ALPP	SLC22A7
ALS2CL	EIF2AK2
ALS2CR12	PSMF1
AMAC1L2	TSC22D2
AMBP	HOXA1
AMBP	MFI2
AMBRA1	RGS16
AMDHD2	PDE11A
AMDHD2	TES
AMELX	CPN2
AMELX	DENND3
AMELX	FETUB
AMELX	IQCJ
AMELX	LXN
AMELX	PAQR9
AMELX	SAMD9
AMIGO3	SLCO4A1
AMN	PTPN12
AMOTL1	CENPK
AMOTL1	NUP107
AMOTL1	PARP12
AMOTL2	APOO
AMOTL2	BATF
AMOTL2	BIRC5
AMOTL2	C11orf82
AMOTL2	CHPF2
AMOTL2	CT45A2
AMOTL2	EXO1
AMOTL2	FAF1
AMOTL2	HOMER3
AMOTL2	LCN15
AMOTL2	LEPRE1
AMOTL2	MAST2
AMOTL2	MBOAT7
AMOTL2	MGAT4B
AMOTL2	MT1F
AMOTL2	MYBL2
AMOTL2	PLK4
AMOTL2	SDF4
AMOTL2	SH3BGRL3
AMOTL2	SIRT7
AMOTL2	SMPD2
AMOTL2	SNAPC2
AMPH	VARS
AMY1A	C1GALT1
AMY1A	EIF4H
AMY1A	IGF2BP3
AMY1A	PTPN1
AMY2A	RNF24
AMY2B	RNF24
ANAPC1	SIPA1
ANAPC1	SULT1A3
ANAPC2	SERINC3
ANGPT1	DMBX1
ANGPT2	C20orf54
ANGPT2	CLDN4
ANGPT2	CYB561
ANGPT2	HRASLS
ANGPT2	KHK
ANGPT2	LIPH
ANGPT2	MRPS7
ANGPT2	PTCD1
ANGPT2	PVRL4
ANGPT2	SSH3
ANGPT2	SYNGR2
ANGPT2	TUFT1
ANGPT4	BUB1
ANGPT4	CCDC18
ANGPT4	CCNA2
ANGPT4	LMNB1
ANGPT4	POLQ
ANGPTL1	CD151
ANGPTL1	KRT8
ANGPTL1	LRFN4
ANGPTL3	RADIL
ANGPTL4	PTCD1
ANGPTL4	TSPAN33
